Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,Total Cycle Count(8800MTB25266 Linear Waveform),Position (mm),Force (kN),Strain 1 (%),Unnamed: 9,Stress
94.94,7.44,8,8,1,7.5,26.45729924,-11.37032956,-0.434551387,,-579.0861293
94.949,7.449,8,8,1,7.5,26.45652932,-11.37901445,-0.43866914,,-579.5284472
94.958,7.458,8,8,1,7.5,26.45587603,-11.38846692,-0.442773495,,-580.0098573
94.967,7.467,8,8,1,7.5,26.45560181,-11.39792182,-0.446921786,,-580.4913916
94.976,7.476,8,8,1,7.5,26.45454562,-11.40631166,-0.449607981,,-580.9186824
94.985,7.485,8,8,1,7.5,26.4545847,-11.41688122,-0.451212061,,-581.4569857
94.994,7.494,8,8,1,7.5,26.45376658,-11.42693314,-0.452295336,,-581.968926
95.003,7.503,8,8,1,7.5,26.45216742,-11.43453798,-0.455393216,,-582.3562372
95.012,7.512,8,8,1,7.5,26.45286347,-11.44278582,-0.459472708,,-582.7762962
95.021,7.521,8,8,1,7.5,26.45209917,-11.45050499,-0.463282711,,-583.1694306
95.03,7.53,8,8,1,7.5,26.45132814,-11.45992104,-0.467253359,,-583.6489861
95.039,7.539,8,8,1,7.5,26.45049163,-11.46879092,-0.471118062,,-584.1007251
95.048,7.548,8,8,1,7.5,26.45019735,-11.47781968,-0.473447371,,-584.560556
95.057,7.557,8,8,1,7.5,26.44972102,-11.48527122,-0.474189512,,-584.9400598
95.066,7.566,8,8,1,7.5,26.44904226,-11.49346787,-0.476048213,,-585.3575121
95.075,7.575,8,8,1,7.5,26.44833075,-11.50198807,-0.479580212,,-585.7914423
95.084,7.584,8,8,1,7.5,26.44751051,-11.5092259,-0.48361629,,-586.1600618
95.093,7.593,8,8,1,7.5,26.44771252,-11.51556419,-0.487389763,,-586.4828684
95.102,7.602,8,8,1,7.5,26.44657111,-11.52329353,-0.491177742,,-586.8765204
95.111,7.611,8,8,1,7.5,26.4472873,-11.53173923,-0.494330736,,-587.3066563
95.12,7.62,8,8,1,7.5,26.44582368,-11.53869173,-0.495995217,,-587.6607442
95.129,7.629,8,8,1,7.5,26.44525473,-11.54600638,-0.496836379,,-588.0332763
95.138,7.638,8,8,1,7.5,26.44564045,-11.55288947,-0.499052595,,-588.3838289
95.147,7.647,8,8,1,7.5,26.44471147,-11.55894361,-0.502932268,,-588.692164
95.156,7.656,8,8,1,7.5,26.44376364,-11.5673702,-0.506859866,,-589.1213267
95.165,7.665,8,8,1,7.5,26.44377764,-11.57262236,-0.510433392,,-589.3888173
95.174,7.674,8,8,1,7.5,26.44316678,-11.58164356,-0.513791329,,-589.8482628
95.183,7.683,8,8,1,7.5,26.44252699,-11.58782014,-0.516974103,,-590.1628335
95.192,7.692,8,8,1,7.5,26.44209988,-11.59580371,-0.517717223,,-590.5694333
95.201,7.701,8,8,1,7.5,26.44192607,-11.60121727,-0.518980027,,-590.8451438
95.21,7.71,8,8,1,7.5,26.44092289,-11.60743745,-0.521696631,,-591.161935
95.219,7.719,8,8,1,7.5,26.44067702,-11.61368951,-0.525363134,,-591.4803499
95.228,7.728,8,8,1,7.5,26.43996322,-11.61967491,-0.529351799,,-591.7851836
95.237,7.737,8,8,1,7.5,26.43965362,-11.62480949,-0.532363882,,-592.0466859
95.246,7.746,8,8,1,7.5,26.43933336,-11.63251271,-0.535963219,,-592.4390075
95.255,7.755,8,8,1,7.5,26.43924714,-11.63904865,-0.537811305,,-592.7718799
95.264,7.764,8,8,1,7.5,26.43849388,-11.64481899,-0.538379913,,-593.0657612
95.273,7.773,8,8,1,7.5,26.43789323,-11.65281379,-0.5402507,,-593.4729328
95.282,7.782,8,8,1,7.5,26.43729213,-11.6573953,-0.543581858,,-593.7062676
95.291,7.791,8,8,1,7.5,26.43701938,-11.66331572,-0.547347387,,-594.0077917
95.3,7.8,8,8,1,7.5,26.43641913,-11.67037143,-0.550548956,,-594.3671364
95.309,7.809,8,8,1,7.5,26.43600283,-11.67687756,-0.554053553,,-594.6984909
95.318,7.818,8,8,1,7.5,26.43564092,-11.681508,-0.557076875,,-594.934317
95.327,7.827,8,8,1,7.5,26.43544993,-11.68760283,-0.558070173,,-595.2447244
95.336,7.836,8,8,1,7.5,26.43467176,-11.69336169,-0.558931899,,-595.5380205
95.345,7.845,8,8,1,7.5,26.43409141,-11.69882476,-0.561193666,,-595.8162524
95.354,7.854,8,8,1,7.5,26.43376442,-11.70361421,-0.564497577,,-596.0601772
95.363,7.863,8,8,1,7.5,26.43309445,-11.70747596,-0.567930348,,-596.2568544
95.372,7.872,8,8,1,7.5,26.43308761,-11.71270331,-0.571392393,,-596.5230811
95.381,7.881,8,8,1,7.5,26.43284047,-11.7177197,-0.574592837,,-596.7785638
95.39,7.89,8,8,1,7.5,26.43261858,-11.72411523,-0.577088504,,-597.1042855
95.399,7.899,8,8,1,7.5,26.43197655,-11.7294881,-0.578063333,,-597.3779236
95.408,7.908,8,8,1,7.5,26.43136651,-11.73549475,-0.578380178,,-597.6838398
95.417,7.917,8,8,1,7.5,26.43101581,-11.73842792,-0.581464528,,-597.8332248
95.426,7.926,8,8,1,7.5,26.43027219,-11.74341598,-0.584794408,,-598.0872649
95.435,7.935,8,8,1,7.5,26.42986417,-11.74850727,-0.588433731,,-598.346562
95.444,7.944,8,8,1,7.5,26.42935215,-11.75265669,-0.591430996,,-598.5578899
95.453,7.953,8,8,1,7.5,26.42954345,-11.75727434,-0.594900844,,-598.7930653
95.462,7.962,8,8,1,7.5,26.42894817,-11.76368294,-0.596494352,,-599.1194522
95.471,7.971,8,8,1,7.5,26.42767259,-11.76944468,-0.596781509,,-599.4128954
95.48,7.98,8,8,1,7.5,26.42776327,-11.77287389,-0.597771853,,-599.5875437
95.489,7.989,8,8,1,7.5,26.42748999,-11.77811153,-0.600606074,,-599.8542946
95.498,7.998,8,8,1,7.5,26.42736048,-11.7821522,-0.604501016,,-600.060084
95.507,8.007,8,8,1,7.5,26.42651183,-11.78705868,-0.607513607,,-600.3099691
95.516,8.016,8,8,1,7.5,26.42672433,-11.79186397,-0.610991909,,-600.5547004
95.525,8.025,8,8,1,7.5,26.42623987,-11.79498273,-0.61332006,,-600.7135375
95.534,8.034,8,8,1,7.5,26.42546805,-11.80079401,-0.614706034,,-601.0095035
95.543,8.043,8,8,1,7.5,26.42533727,-11.80494717,-0.614609284,,-601.2210224
95.552,8.052,8,8,1,7.5,26.42496862,-11.80905132,-0.616899558,,-601.4300449
95.561,8.061,8,8,1,7.5,26.42467354,-11.81287998,-0.620211418,,-601.625037
95.57,8.07,8,8,1,7.5,26.42413053,-11.81638813,-0.62325439,,-601.8037056
95.579,8.079,8,8,1,7.5,26.42397851,-11.81912753,-0.626652387,,-601.9432224
95.588,8.088,8,8,1,7.5,26.42326561,-11.8239029,-0.629724568,,-602.1864299
95.597,8.097,8,8,1,7.5,26.42299468,-11.82740911,-0.631483668,,-602.3649997
95.606,8.106,8,8,1,7.5,26.42265232,-11.83244024,-0.632112158,,-602.6212329
95.615,8.115,8,8,1,7.5,26.4222538,-11.83501441,-0.633211158,,-602.7523343
95.624,8.124,8,8,1,7.5,26.42209455,-11.83975482,-0.634892911,,-602.9937616
95.633,8.133,8,8,1,7.5,26.42166322,-11.84309993,-0.637953614,,-603.1641263
95.642,8.142,8,8,1,7.5,26.42089514,-11.84806566,-0.641512578,,-603.4170291
95.651,8.151,8,8,1,7.5,26.42040421,-11.85063689,-0.64455992,,-603.5479805
95.66,8.16,8,8,1,7.5,26.42090773,-11.85330597,-0.647467731,,-603.683916
95.669,8.169,8,8,1,7.5,26.41966514,-11.85689905,-0.649324009,,-603.8669098
95.678,8.178,8,8,1,7.5,26.41992138,-11.85926216,-0.649055731,,-603.9872623
95.687,8.187,8,8,1,7.5,26.41935441,-11.86356118,-0.649964219,,-604.2062095
95.696,8.196,8,8,1,7.5,26.41895009,-11.86537663,-0.652291686,,-604.2986695
95.705,8.205,8,8,1,7.5,26.41852242,-11.86788842,-0.655549358,,-604.426594
95.714,8.214,8,8,1,7.5,26.41866937,-11.87060485,-0.65870088,,-604.5649405
95.723,8.223,8,8,1,7.5,26.41811547,-11.87422638,-0.661351844,,-604.7493836
95.732,8.232,8,8,1,7.5,26.41797929,-11.87590746,-0.664375605,,-604.8350005
95.741,8.241,8,8,1,7.5,26.41681192,-11.8793099,-0.664858676,,-605.008285
95.75,8.25,8,8,1,7.5,26.41682958,-11.88129341,-0.665304391,,-605.1093046
95.759,8.259,8,8,1,7.5,26.41651381,-11.88384009,-0.666097538,,-605.2390057
95.768,8.268,8,8,1,7.5,26.4160894,-11.88715525,-0.669158879,,-605.4078456
95.777,8.277,8,8,1,7.5,26.41610264,-11.88903706,-0.671458919,,-605.5036852
95.786,8.286,8,8,1,7.5,26.41572086,-11.8912001,-0.674862053,,-605.6138482
95.795,8.295,8,8,1,7.5,26.41536054,-11.89441401,-0.677568619,,-605.7775309
95.804,8.304,8,8,1,7.5,26.41460939,-11.89550545,-0.679803347,,-605.8331177
95.813,8.313,8,8,1,7.5,26.4153397,-11.89849271,-0.68031881,,-605.9852575
95.822,8.322,8,8,1,7.5,26.4140102,-11.90162077,-0.680384083,,-606.1445684
95.831,8.331,8,8,1,7.5,26.4140238,-11.90348837,-0.68176549,,-606.2396846
95.84,8.34,8,8,1,7.5,26.41324915,-11.9056105,-0.684463618,,-606.3477636
95.849,8.349,8,8,1,7.5,26.41341904,-11.90720416,-0.687253439,,-606.4289281
95.858,8.358,8,8,1,7.5,26.41319741,-11.90798986,-0.690277256,,-606.4689438
95.867,8.367,8,8,1,7.5,26.41341118,-11.91002195,-0.692683568,,-606.572437
95.876,8.376,8,8,1,7.5,26.41277227,-11.91224148,-0.694550917,,-606.6854767
95.885,8.385,8,8,1,7.5,26.4125092,-11.91415014,-0.694303096,,-606.782684
95.894,8.394,8,8,1,7.5,26.41195666,-11.91663912,-0.694443354,,-606.909447
95.903,8.403,8,8,1,7.5,26.41202647,-11.91634841,-0.69630384,,-606.8946407
95.912,8.412,8,8,1,7.5,26.41203852,-11.91724813,-0.698960339,,-606.9404636
95.921,8.421,8,8,1,7.5,26.41103519,-11.91861889,-0.701877775,,-607.0102753
95.93,8.43,8,8,1,7.5,26.41085643,-11.92135084,-0.704292288,,-607.1494128
95.939,8.439,8,8,1,7.5,26.41041243,-11.92373739,-0.706934154,,-607.2709587
95.948,8.448,8,8,1,7.5,26.41075258,-11.92548159,-0.707507346,,-607.3597899
95.957,8.457,8,8,1,7.5,26.41004381,-11.92750001,-0.707586118,,-607.4625872
95.966,8.466,8,8,1,7.5,26.40968556,-11.9298387,-0.707621835,,-607.5816961
95.975,8.475,8,8,1,7.5,26.41011109,-11.9322774,-0.709913871,,-607.7058979
95.984,8.484,8,8,1,7.5,26.40933359,-11.93297918,-0.71229212,,-607.7416389
95.995,8.495,8,8,1,7.5,26.40937088,-11.93447505,-0.717313658,,-607.8178233
96.004,8.504,8,8,1,7.5,26.40845092,-11.93557995,-0.717684748,,-607.8740954
96.013,8.513,8,8,1,7.5,26.40863406,-11.93783908,-0.717152358,,-607.9891519
96.022,8.522,8,8,1,7.5,26.40883492,-11.93770994,-0.717854511,,-607.9825746
96.031,8.531,8,8,1,7.5,26.40832558,-11.93894645,-0.720260547,,-608.0455496
96.04,8.54,8,8,1,7.5,26.4084415,-11.93946075,-0.722817763,,-608.071743
96.049,8.549,8,8,1,7.5,26.40815734,-11.93942772,-0.725391452,,-608.0700604
96.058,8.558,8,8,1,7.5,26.4075139,-11.9408827,-0.727627953,,-608.1441621
96.067,8.567,8,8,1,7.5,26.40721503,-11.94421781,-0.729053843,,-608.3140176
96.076,8.576,8,8,1,7.5,26.40708831,-11.94472822,-0.728566226,,-608.3400127
96.085,8.585,8,8,1,7.5,26.40675587,-11.94633959,-0.728712983,,-608.422079
96.094,8.594,8,8,1,7.5,26.40652669,-11.94704663,-0.729881872,,-608.4580884
96.103,8.603,8,8,1,7.5,26.40662895,-11.94769078,-0.732738032,,-608.4908946
96.112,8.612,8,8,1,7.5,26.40651239,-11.94667756,-0.73474127,,-608.4392919
96.121,8.621,8,8,1,7.5,26.40606884,-11.94748645,-0.736924006,,-608.4804881
96.13,8.63,8,8,1,7.5,26.4057175,-11.94922802,-0.738849543,,-608.5691856
96.139,8.639,8,8,1,7.5,26.40538138,-11.94882645,-0.740402025,,-608.5487339
96.148,8.648,8,8,1,7.5,26.40581545,-11.95036416,-0.739415373,,-608.6270489
96.157,8.657,8,8,1,7.5,26.40519526,-11.95116511,-0.7396961,,-608.6678407
96.166,8.666,8,8,1,7.5,26.40461195,-11.95033755,-0.741043714,,-608.6256937
96.175,8.675,8,8,1,7.5,26.40472989,-11.9505637,-0.74368123,,-608.6372112
96.184,8.684,8,8,1,7.5,26.40473506,-11.95033091,-0.745730298,,-608.6253554
96.193,8.693,8,8,1,7.5,26.40456184,-11.95064607,-0.748143667,,-608.6414065
96.202,8.702,8,8,1,7.5,26.40384213,-11.95204072,-0.750214557,,-608.7124354
96.211,8.711,8,8,1,7.5,26.40423615,-11.95193835,-0.749701737,,-608.7072218
96.22,8.72,8,8,1,7.5,26.40444017,-11.95321831,-0.749536149,,-608.7724096
96.229,8.729,8,8,1,7.5,26.4034889,-11.95336333,-0.749984783,,-608.7797952
96.234,8.734,8,8,1,7.5,26.40386317,-11.95393296,-0.754279668,,-608.8088065
96.243,8.743,8,8,1,7.5,26.40365226,-11.95367905,-0.754030811,,-608.7958746
96.255,8.755,8,8,1,7.5,26.40297774,-11.95217524,-0.754859078,,-608.7192863
96.264,8.764,8,8,1,7.5,26.40301553,-11.95198447,-0.757160765,,-608.7095707
96.273,8.773,8,8,1,7.5,26.40334658,-11.95160032,-0.758950164,,-608.6900061
96.282,8.782,8,8,1,7.5,26.4024166,-11.95191101,-0.760312316,,-608.7058294
96.291,8.791,8,8,1,7.5,26.40288969,-11.95070769,-0.759783619,,-608.6445447
96.3,8.8,8,8,1,7.5,26.40262925,-11.95129649,-0.759204993,,-608.674532
96.309,8.809,8,8,1,7.5,26.40282489,-11.95002191,-0.759855282,,-608.609618
96.318,8.818,8,8,1,7.5,26.40224251,-11.95064752,-0.762338483,,-608.6414805
96.327,8.827,8,8,1,7.5,26.40188513,-11.94940496,-0.764351022,,-608.5781973
96.336,8.836,8,8,1,7.5,26.40202834,-11.94891259,-0.766157205,,-608.5531208
96.345,8.845,8,8,1,7.5,26.40164086,-11.94652393,-0.7680899,,-608.4314677
96.354,8.854,8,8,1,7.5,26.40164295,-11.94646133,-0.768808049,,-608.4282793
96.363,8.863,8,8,1,7.5,26.4015018,-11.94524396,-0.767718501,,-608.3662791
96.372,8.872,8,8,1,7.5,26.40165339,-11.94323765,-0.767110088,,-608.264099
96.381,8.881,8,8,1,7.5,26.40158759,-11.94266438,-0.768398789,,-608.2349025
96.39,8.89,8,8,1,7.5,26.40064253,-11.94083904,-0.77048345,,-608.1419388
96.399,8.899,8,8,1,7.5,26.40089146,-11.93956143,-0.772398796,,-608.0768702
96.408,8.908,8,8,1,7.5,26.40129316,-11.93916933,-0.774227061,,-608.0569011
96.417,8.917,8,8,1,7.5,26.40149282,-11.93723733,-0.775852099,,-607.9585047
96.426,8.926,8,8,1,7.5,26.40072065,-11.93368474,-0.775612045,,-607.7775729
96.435,8.935,8,8,1,7.5,26.40007117,-11.93464579,-0.774078193,,-607.826519
96.444,8.944,8,8,1,7.5,26.40046835,-11.93291149,-0.77427374,,-607.738192
96.453,8.953,8,8,1,7.5,26.40072525,-11.93008767,-0.775587084,,-607.5943756
96.462,8.962,8,8,1,7.5,26.4004385,-11.92795386,-0.777458243,,-607.4857015
96.471,8.971,8,8,1,7.5,26.39996733,-11.92719034,-0.779300223,,-607.4468161
96.48,8.98,8,8,1,7.5,26.40011033,-11.92592966,-0.780974746,,-607.3826098
96.489,8.989,8,8,1,7.5,26.40054216,-11.92479852,-0.782201727,,-607.3250017
96.498,8.998,8,8,1,7.5,26.39994673,-11.92282277,-0.781069628,,-607.2243776
96.511,9.011,8,8,1,7.5,26.39988708,-11.91928908,-0.782925737,,-607.0444082
96.52,9.02,8,8,1,7.5,26.40004344,-11.9192085,-0.78419897,,-607.0403042
96.529,9.029,8,8,1,7.5,26.39948996,-11.91708203,-0.785455944,,-606.9320038
96.538,9.038,8,8,1,7.5,26.39984013,-11.91428464,-0.783748172,,-606.7895341
96.547,9.047,8,8,1,7.5,26.39944847,-11.91334217,-0.782764033,,-606.7415344
96.556,9.056,8,8,1,7.5,26.40022745,-11.91000415,-0.7831898,,-606.5715306
96.565,9.065,8,8,1,7.5,26.39927993,-11.90899418,-0.785192715,,-606.5200929
96.574,9.074,8,8,1,7.5,26.39938286,-11.90561203,-0.78667886,,-606.3478417
96.583,9.083,8,8,1,7.5,26.39951833,-11.90398881,-0.788004492,,-606.2651715
96.592,9.092,8,8,1,7.5,26.39902851,-11.90351599,-0.789331155,,-606.2410913
96.601,9.101,8,8,1,7.5,26.39920367,-11.90180158,-0.789345555,,-606.1537768
96.61,9.11,8,8,1,7.5,26.39907949,-11.899609,-0.7877627,,-606.0421096
96.619,9.119,8,8,1,7.5,26.39918446,-11.89697636,-0.787428678,,-605.9080305
96.628,9.128,8,8,1,7.5,26.39869291,-11.89392488,-0.788281496,,-605.7526198
96.637,9.137,8,8,1,7.5,26.39909759,-11.8917064,-0.789874337,,-605.6396339
96.646,9.146,8,8,1,7.5,26.39913982,-11.88809075,-0.79158518,,-605.4554901
96.655,9.155,8,8,1,7.5,26.39916092,-11.88476472,-0.792683386,,-605.2860967
96.664,9.164,8,8,1,7.5,26.39870869,-11.88163633,-0.79399747,,-605.126769
96.673,9.173,8,8,1,7.5,26.39879246,-11.87924496,-0.792697924,,-605.0049776
96.682,9.182,8,8,1,7.5,26.39855751,-11.87668428,-0.791477844,,-604.8745634
96.691,9.191,8,8,1,7.5,26.39915151,-11.87213473,-0.791311644,,-604.6428567
96.7,9.2,8,8,1,7.5,26.39835356,-11.87055631,-0.792491047,,-604.5624686
96.709,9.209,8,8,1,7.5,26.39962408,-11.8672227,-0.793673596,,-604.392689
96.718,9.218,8,8,1,7.5,26.39877961,-11.86413096,-0.795617599,,-604.2352283
96.727,9.227,8,8,1,7.5,26.39885181,-11.86047517,-0.796450251,,-604.0490405
96.736,9.236,8,8,1,7.5,26.39846949,-11.85702402,-0.797070779,,-603.8732747
96.745,9.245,8,8,1,7.5,26.39878447,-11.85430288,-0.795554758,,-603.7346879
96.754,9.254,8,8,1,7.5,26.39869629,-11.85001642,-0.794129862,,-603.5163805
96.767,9.267,8,8,1,7.5,26.39873779,-11.84591705,-0.798579991,,-603.307601
96.776,9.276,8,8,1,7.5,26.3986878,-11.84425605,-0.798508031,,-603.223007
96.785,9.285,8,8,1,7.5,26.39834654,-11.84071491,-0.797105051,,-603.0426582
96.794,9.294,8,8,1,7.5,26.39887689,-11.83759446,-0.795336991,,-602.8837351
96.803,9.303,8,8,1,7.5,26.39865642,-11.83447732,-0.795670996,,-602.7249807
96.812,9.312,8,8,1,7.5,26.39851481,-11.83098075,-0.797314356,,-602.5469019
96.821,9.321,8,8,1,7.5,26.39810618,-11.82749488,-0.799173084,,-602.369368
96.83,9.33,8,8,1,7.5,26.39942853,-11.82505793,-0.800408713,,-602.2452552
96.839,9.339,8,8,1,7.5,26.39787196,-11.82194851,-0.801412599,,-602.0868938
96.848,9.348,8,8,1,7.5,26.39893316,-11.82006373,-0.800771115,,-601.9909025
96.857,9.357,8,8,1,7.5,26.39841647,-11.81635602,-0.798176536,,-601.8020701
96.866,9.366,8,8,1,7.5,26.39846073,-11.81409785,-0.797534421,,-601.6870629
96.875,9.375,8,8,1,7.75,26.39863277,-11.81152939,-0.798000862,,-601.5562519
96.884,9.384,8,8,1,7.75,26.39902572,-11.80835247,-0.799632926,,-601.3944531
96.893,9.393,8,8,1,7.75,26.39817129,-11.80552779,-0.801318626,,-601.250593
96.902,9.402,8,8,1,7.75,26.39860128,-11.80280391,-0.802199426,,-601.1118669
96.911,9.411,8,8,1,7.75,26.3989451,-11.80050792,-0.803101268,,-600.9949333
96.918,9.418,8,8,1,7.75,26.39770927,-11.79865438,-0.803039643,,-600.9005333
96.927,9.427,8,8,1,7.75,26.39843593,-11.79674732,-0.804048701,,-600.8034073
96.936,9.436,8,8,1,7.75,26.3986279,-11.79296208,-0.802260854,,-600.6106266
96.945,9.445,8,8,1,7.75,26.39857577,-11.79207055,-0.799932693,,-600.5652215
96.954,9.454,8,8,1,7.75,26.39873765,-11.78814868,-0.799670249,,-600.3654821
96.963,9.463,8,8,1,7.75,26.39817794,-11.78560175,-0.80108818,,-600.2357685
96.972,9.472,8,8,1,7.75,26.39844941,-11.78335611,-0.802797794,,-600.1213987
96.981,9.481,8,8,1,7.75,26.39886473,-11.78195189,-0.803710702,,-600.0498826
96.99,9.49,8,8,1,7.75,26.39886137,-11.7795711,-0.805053578,,-599.9286298
96.999,9.499,8,8,1,7.75,26.39865102,-11.77673443,-0.804992476,,-599.7841594
97.008,9.508,8,8,1,7.75,26.39868908,-11.7749379,-0.803254143,,-599.6926627
97.017,9.517,8,8,1,7.75,26.39842338,-11.77254289,-0.801314703,,-599.5706861
97.026,9.526,8,8,1,7.75,26.39866759,-11.76989284,-0.801527631,,-599.4357199
97.035,9.535,8,8,1,7.75,26.39905836,-11.76788119,-0.802863956,,-599.3332676
97.044,9.544,8,8,1,7.75,26.39880731,-11.76590899,-0.804333901,,-599.2328242
97.053,9.553,8,8,1,7.75,26.39900435,-11.7631953,-0.805878361,,-599.094617
97.062,9.562,8,8,1,7.75,26.39867032,-11.76115943,-0.806560856,,-598.9909313
97.071,9.571,8,8,1,7.75,26.39820085,-11.75908116,-0.805669583,,-598.8850856
97.08,9.58,8,8,1,7.75,26.39822287,-11.75736015,-0.803624943,,-598.7974355
97.089,9.589,8,8,1,7.75,26.39870436,-11.75464904,-0.802726291,,-598.6593596
97.098,9.598,8,8,1,7.75,26.39835865,-11.75390075,-0.803027263,,-598.6212495
97.107,9.607,8,8,1,7.75,26.39849208,-11.75239956,-0.804909339,,-598.5447946
97.116,9.616,8,8,1,7.75,26.39839818,-11.7508351,-0.806328612,,-598.4651173
97.125,9.625,8,8,1,7.75,26.39868782,-11.74730362,-0.80716775,,-598.2852607
97.134,9.634,8,8,1,7.75,26.39881319,-11.74519407,-0.807655648,,-598.1778219
97.143,9.643,8,8,1,7.75,26.39892455,-11.74282957,-0.806571528,,-598.0573991
97.152,9.652,8,8,1,7.75,26.39889132,-11.74113909,-0.804310052,,-597.9713036
97.161,9.661,8,8,1,7.75,26.39916481,-11.73839261,-0.803384118,,-597.8314264
97.17,9.67,8,8,1,7.75,26.39837762,-11.73601011,-0.804907944,,-597.7100869
97.179,9.679,8,8,1,7.75,26.39815857,-11.73352536,-0.806111049,,-597.5835397
97.182,9.682,8,8,1,7.75,26.39831744,-11.73316459,-0.80872688,,-597.5651659
97.191,9.691,8,8,1,7.75,26.39831389,-11.72880732,-0.806379048,,-597.3432518
97.2,9.7,8,8,1,7.75,26.3986252,-11.72359088,-0.804349463,,-597.0775807
97.209,9.709,8,8,1,7.75,26.39920174,-11.71645478,-0.804678579,,-596.714142
97.218,9.718,8,8,1,7.75,26.39887428,-11.70792862,-0.80563093,,-596.2799082
97.227,9.727,8,8,1,7.75,26.39919474,-11.69909747,-0.806426038,,-595.8301412
97.236,9.736,8,8,1,7.75,26.39933932,-11.68894469,-0.807319828,,-595.3130648
97.245,9.745,8,8,1,7.75,26.39953278,-11.67718106,-0.808229946,,-594.7139477
97.254,9.754,8,8,1,7.75,26.39949221,-11.66606728,-0.807583252,,-594.1479275
97.263,9.763,8,8,1,7.75,26.39988472,-11.65186506,-0.805448015,,-593.4246148
97.272,9.772,8,8,1,7.75,26.40042332,-11.63955184,-0.803518713,,-592.7975074
97.281,9.781,8,8,1,7.75,26.39960514,-11.62404882,-0.80358206,,-592.007945
97.29,9.79,8,8,1,7.75,26.40013316,-11.60849438,-0.804743302,,-591.2157642
97.299,9.799,8,8,1,7.75,26.40093558,-11.59209449,-0.805547353,,-590.3805244
97.308,9.808,8,8,1,7.75,26.40096018,-11.57527305,-0.805999938,,-589.5238155
97.317,9.817,8,8,1,7.75,26.40134967,-11.55758257,-0.806495903,,-588.6228466
97.326,9.826,8,8,1,7.75,26.40123436,-11.53938118,-0.805018603,,-587.6958576
97.335,9.835,8,8,1,7.75,26.40158177,-11.51895424,-0.801916684,,-586.655522
97.344,9.844,8,8,1,7.75,26.4024654,-11.50046999,-0.801358026,,-585.7141269
97.353,9.853,8,8,1,7.75,26.40279581,-11.47851505,-0.801381512,,-584.5959712
97.362,9.862,8,8,1,7.75,26.40225945,-11.45721026,-0.802066679,,-583.5109273
97.371,9.871,8,8,1,7.75,26.40291673,-11.43353225,-0.802520769,,-582.3050157
97.38,9.88,8,8,1,7.75,26.40340749,-11.41033214,-0.803443177,,-581.1234439
97.389,9.889,8,8,1,7.75,26.40366775,-11.3855623,-0.802763803,,-579.8619265
97.398,9.898,8,8,1,7.75,26.40406127,-11.36235141,-0.800922144,,-578.6798053
97.407,9.907,8,8,1,7.75,26.40433842,-11.33533015,-0.798193651,,-577.3036242
97.416,9.916,8,8,1,7.75,26.40545455,-11.30828085,-0.797028305,,-575.9260146
97.425,9.925,8,8,1,7.75,26.40536316,-11.28000557,-0.797673638,,-574.4859662
97.434,9.934,8,8,1,7.75,26.40602444,-11.25208928,-0.79815315,,-573.0642011
97.443,9.943,8,8,1,7.75,26.40651377,-11.22128947,-0.798668399,,-571.49558
97.452,9.952,8,8,1,7.75,26.40730506,-11.19046591,-0.799261978,,-569.9257489
97.461,9.961,8,8,1,7.75,26.40742047,-11.1593364,-0.798010176,,-568.3403357
97.47,9.97,8,8,1,7.75,26.40725344,-11.12782328,-0.794703887,,-566.7353858
97.479,9.979,8,8,1,7.75,26.40864697,-11.0956128,-0.792768298,,-565.0949197
97.488,9.988,8,8,1,7.75,26.40851159,-11.06002728,-0.792151037,,-563.282564
97.497,9.997,8,8,1,7.75,26.40956356,-11.02547245,-0.792509131,,-561.5227008
97.506,10.006,8,8,1,7.75,26.40987852,-10.9905577,-0.793026718,,-559.7445074
97.515,10.015,8,8,1,7.75,26.41027285,-10.95217563,-0.792951504,,-557.7897247
97.524,10.024,8,8,1,7.75,26.41120103,-10.91594877,-0.793207048,,-555.9447057
97.533,10.033,8,8,1,7.75,26.41185051,-10.878876,-0.791142133,,-554.056605
97.542,10.042,8,8,1,7.75,26.41231152,-10.83995954,-0.787969237,,-552.0746062
97.551,10.051,8,8,1,7.75,26.41351418,-10.80081186,-0.786317711,,-550.0808312
97.56,10.06,8,8,1,7.75,26.41368938,-10.76013799,-0.785840728,,-548.0093279
97.569,10.069,8,8,1,7.75,26.41466943,-10.71839328,-0.786154612,,-545.8832875
97.578,10.078,8,8,1,7.75,26.41483077,-10.67622417,-0.786442183,,-543.7356319
97.587,10.087,8,8,1,7.75,26.41618426,-10.63281468,-0.78640447,,-541.5248047
97.596,10.096,8,8,1,7.75,26.41600635,-10.59049734,-0.7857397,,-539.3696006
97.605,10.105,8,8,1,7.75,26.41647091,-10.54582415,-0.78294813,,-537.0944133
97.614,10.114,8,8,1,7.75,26.41692666,-10.50115387,-0.779852604,,-534.8193751
97.623,10.123,8,8,1,7.75,26.41858247,-10.45496456,-0.778631434,,-532.4669728
97.632,10.132,8,8,1,7.75,26.41949319,-10.40925459,-0.778297463,,-530.1389829
97.641,10.141,8,8,1,7.75,26.42009419,-10.36027689,-0.778756646,,-527.644569
97.65,10.15,8,8,1,7.75,26.42070885,-10.31242747,-0.778452599,,-525.2076185
97.659,10.159,8,8,1,7.75,26.42137975,-10.26397799,-0.778848387,,-522.7401063
