Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,Total Cycle Count(8800MTB25266 Linear Waveform),Position (mm),Force (kN),Strain 1 (%),Stress
17.075,7.075,2,2,1,1.5,28.17994952,-10.86370517,-0.972546935,-553.2839702
17.076,7.076,2,2,1,1.5,28.17965699,-10.86446,-0.973061025,-553.3224137
17.077,7.077,2,2,1,1.5,28.17919627,-10.8643841,-0.973491985,-553.318548
17.078,7.078,2,2,1,1.5,28.17904158,-10.86351136,-0.973093119,-553.2740996
17.079,7.079,2,2,1,1.5,28.17947855,-10.86280979,-0.972008277,-553.2383692
17.08,7.08,2,2,1,1.5,28.17966267,-10.86241314,-0.971544813,-553.218168
17.081,7.081,2,2,1,1.5,28.17944437,-10.86277962,-0.972032007,-553.2368324
17.082,7.082,2,2,1,1.5,28.17903394,-10.86363951,-0.972824637,-553.2806263
17.083,7.083,2,2,1,1.5,28.17888875,-10.8639623,-0.973482244,-553.2970661
17.084,7.084,2,2,1,1.5,28.17929359,-10.86331997,-0.974167082,-553.2643524
17.085,7.085,2,2,1,1.5,28.17977676,-10.86238595,-0.974972174,-553.216783
17.086,7.086,2,2,1,1.5,28.17985304,-10.86232569,-0.975123122,-553.2137141
17.087,7.087,2,2,1,1.5,28.17942323,-10.86251717,-0.974081494,-553.2234661
17.088,7.088,2,2,1,1.5,28.17911673,-10.8624707,-0.973114576,-553.2210993
17.089,7.089,2,2,1,1.5,28.17907883,-10.86213086,-0.972975846,-553.2037914
17.09,7.09,2,2,1,1.5,28.17921974,-10.86142296,-0.973705389,-553.1677384
17.091,7.091,2,2,1,1.5,28.17916991,-10.86112261,-0.974796657,-553.1524416
17.092,7.092,2,2,1,1.5,28.17878295,-10.86104037,-0.97578384,-553.1482534
17.093,7.093,2,2,1,1.5,28.17875687,-10.86106906,-0.976564214,-553.1497143
17.094,7.094,2,2,1,1.5,28.17899846,-10.86171446,-0.976372566,-553.1825846
17.095,7.095,2,2,1,1.5,28.17905024,-10.86218152,-0.975067392,-553.2063717
17.096,7.096,2,2,1,1.5,28.17864455,-10.862236,-0.974268988,-553.2091464
17.097,7.097,2,2,1,1.5,28.17829922,-10.86197998,-0.974654555,-553.1961074
17.098,7.098,2,2,1,1.5,28.17838704,-10.86169425,-0.975672044,-553.1815553
17.099,7.099,2,2,1,1.5,28.1784662,-10.86122468,-0.976553001,-553.1576402
17.1,7.1,2,2,1,1.5,28.17843491,-10.86081453,-0.977174193,-553.1367512
17.101,7.101,2,2,1,1.5,28.17821614,-10.86077644,-0.977848694,-553.1348112
17.102,7.102,2,2,1,1.5,28.17802578,-10.86100731,-0.978053752,-553.1465696
17.103,7.103,2,2,1,1.5,28.17816008,-10.86111423,-0.977037083,-553.1520147
17.104,7.104,2,2,1,1.5,28.1783497,-10.86121704,-0.976083856,-553.1572512
17.105,7.105,2,2,1,1.5,28.17834225,-10.86110361,-0.976185743,-553.151474
17.106,7.106,2,2,1,1.5,28.17823505,-10.86079264,-0.977008473,-553.1356365
17.107,7.107,2,2,1,1.5,28.17815207,-10.86047404,-0.97786855,-553.1194101
17.108,7.108,2,2,1,1.5,28.17810904,-10.86027892,-0.978512131,-553.1094731
17.109,7.109,2,2,1,1.5,28.17835286,-10.85996293,-0.979258083,-553.0933795
17.11,7.11,2,2,1,1.5,28.17866225,-10.85969508,-0.979705509,-553.0797381
17.111,7.111,2,2,1,1.5,28.17849666,-10.85974453,-0.97882174,-553.0822567
17.112,7.112,2,2,1,1.5,28.17789,-10.86008754,-0.977683663,-553.0997259
17.113,7.113,2,2,1,1.5,28.17780813,-10.86034803,-0.977541488,-553.1129925
17.114,7.114,2,2,1,1.5,28.17829242,-10.85995734,-0.978360586,-553.0930949
17.115,7.115,2,2,1,1.5,28.17833312,-10.85918257,-0.979359038,-553.0536363
17.116,7.116,2,2,1,1.5,28.17772347,-10.8590072,-0.980096776,-553.0447049
17.117,7.117,2,2,1,1.5,28.17739183,-10.8588581,-0.980885997,-553.037111
17.118,7.118,2,2,1,1.5,28.17770848,-10.85927896,-0.981361903,-553.0585455
17.119,7.119,2,2,1,1.5,28.17806276,-10.85968623,-0.980386417,-553.0792875
17.12,7.12,2,2,1,1.5,28.1778126,-10.85953834,-0.979066845,-553.0717553
17.121,7.121,2,2,1,1.5,28.17727774,-10.85916543,-0.978836678,-553.0527636
17.122,7.122,2,2,1,1.5,28.17713162,-10.85903766,-0.979551263,-553.0462559
17.123,7.123,2,2,1,1.5,28.17739351,-10.85927403,-0.980426949,-553.0582941
17.124,7.124,2,2,1,1.5,28.17773474,-10.85877642,-0.981196705,-553.0329513
17.125,7.125,2,2,1,1.5,28.17755174,-10.85809618,-0.982016828,-552.998307
17.126,7.126,2,2,1,1.5,28.1769692,-10.85787648,-0.982642341,-552.9871179
17.127,7.127,2,2,1,1.5,28.17654721,-10.85834717,-0.982059538,-553.0110899
17.128,7.128,2,2,1,1.5,28.17666093,-10.85870666,-0.9808065,-553.0293986
17.129,7.129,2,2,1,1.5,28.17709967,-10.85844962,-0.980441757,-553.0163074
17.13,7.13,2,2,1,1.5,28.17703839,-10.85778978,-0.981045105,-552.9827019
17.131,7.131,2,2,1,1.5,28.17690419,-10.85764784,-0.981853418,-552.9754733
17.132,7.132,2,2,1,1.5,28.17665106,-10.85832864,-0.982530918,-553.010146
17.133,7.133,2,2,1,1.5,28.17653939,-10.85899333,-0.983226597,-553.0439981
17.134,7.134,2,2,1,1.5,28.17682764,-10.85909856,-0.983897019,-553.049358
17.135,7.135,2,2,1,1.5,28.17687029,-10.85885437,-0.983481389,-553.0369213
17.136,7.136,2,2,1,1.5,28.17687755,-10.85848929,-0.982219409,-553.018328
17.137,7.137,2,2,1,1.5,28.17689562,-10.85770819,-0.981554259,-552.9785469
17.138,7.138,2,2,1,1.5,28.17698345,-10.85703755,-0.982054416,-552.9443912
17.139,7.139,2,2,1,1.5,28.17685641,-10.85675694,-0.983027648,-552.9301
17.14,7.14,2,2,1,1.5,28.1765732,-10.85641459,-0.98397268,-552.912664
17.141,7.141,2,2,1,1.5,28.17678088,-10.85603256,-0.984895155,-552.8932075
17.142,7.142,2,2,1,1.5,28.17695597,-10.8562517,-0.985706709,-552.9043682
17.143,7.143,2,2,1,1.5,28.1768389,-10.85670404,-0.985508971,-552.9274059
17.144,7.144,2,2,1,1.5,28.17650298,-10.85647019,-0.984171852,-552.9154957
17.145,7.145,2,2,1,1.5,28.17624966,-10.8559086,-0.983070098,-552.8868943
17.146,7.146,2,2,1,1.5,28.17646284,-10.85575353,-0.983164329,-552.8789969
17.147,7.147,2,2,1,1.5,28.17674754,-10.85567689,-0.984115023,-552.8750933
17.148,7.148,2,2,1,1.5,28.17676933,-10.85561328,-0.985276233,-552.8718537
17.149,7.149,2,2,1,1.5,28.1763046,-10.85549034,-0.986261517,-552.8655927
17.15,7.15,2,2,1,1.5,28.17592472,-10.85554231,-0.986979101,-552.8682394
17.151,7.151,2,2,1,1.5,28.17590665,-10.85557761,-0.98664932,-552.870037
17.152,7.152,2,2,1,1.5,28.17611573,-10.8555913,-0.985179972,-552.8707343
17.153,7.153,2,2,1,1.5,28.17626754,-10.85549118,-0.98427251,-552.8656353
17.154,7.154,2,2,1,1.5,28.17587163,-10.85530268,-0.984761119,-552.8560351
17.155,7.155,2,2,1,1.5,28.17570586,-10.85507637,-0.985866506,-552.8445092
17.156,7.156,2,2,1,1.5,28.17593832,-10.85487101,-0.986697786,-552.8340505
17.157,7.157,2,2,1,1.5,28.17637464,-10.85476354,-0.987296924,-552.8285768
17.158,7.158,2,2,1,1.5,28.1764565,-10.85472554,-0.987933334,-552.8266416
17.159,7.159,2,2,1,1.5,28.17606311,-10.85478989,-0.987987667,-552.8299191
17.16,7.16,2,2,1,1.5,28.17557938,-10.85460708,-0.986916907,-552.8206083
17.161,7.161,2,2,1,1.5,28.17531908,-10.85411021,-0.98603297,-552.7953034
17.162,7.162,2,2,1,1.5,28.17576714,-10.85433187,-0.986271147,-552.8065922
17.163,7.163,2,2,1,1.5,28.17616574,-10.85462999,-0.987105034,-552.8217751
17.164,7.164,2,2,1,1.5,28.17624537,-10.85436279,-0.98790789,-552.8081669
17.165,7.165,2,2,1,1.5,28.17594856,-10.85383547,-0.988544784,-552.781311
17.166,7.166,2,2,1,1.5,28.17560434,-10.85359519,-0.989205018,-552.7690735
17.167,7.167,2,2,1,1.5,28.17545561,-10.85352227,-0.98956611,-552.7653596
17.168,7.168,2,2,1,1.5,28.17521766,-10.85335985,-0.988634303,-552.7570875
17.169,7.169,2,2,1,1.5,28.17485668,-10.85305652,-0.987404678,-552.741639
17.17,7.17,2,2,1,1.5,28.17464489,-10.85292045,-0.987283122,-552.7347092
17.171,7.171,2,2,1,1.5,28.17477705,-10.85319743,-0.988051109,-552.7488154
17.172,7.172,2,2,1,1.5,28.17506073,-10.8528723,-0.988988727,-552.7322569
17.173,7.173,2,2,1,1.5,28.17501454,-10.85215406,-0.989742354,-552.6956775
17.174,7.174,2,2,1,1.5,28.17484112,-10.8519421,-0.990334135,-552.684882
17.175,7.175,2,2,1,1.5,28.17462869,-10.85205153,-0.990623031,-552.6904552
17.176,7.176,2,2,1,1.5,28.17472769,-10.85208124,-0.98988438,-552.6919683
17.177,7.177,2,2,1,1.5,28.17506641,-10.85163979,-0.98876277,-552.6694856
17.178,7.178,2,2,1,1.5,28.17501482,-10.85127471,-0.988496244,-552.6508923
17.179,7.179,2,2,1,1.5,28.17462087,-10.85118847,-0.989275333,-552.6465001
17.18,7.18,2,2,1,1.5,28.17456126,-10.85147886,-0.990239307,-552.6612894
17.181,7.181,2,2,1,1.5,28.17499749,-10.85186768,-0.990997218,-552.6810922
17.182,7.182,2,2,1,1.5,28.17496471,-10.85188426,-0.991595071,-552.6819365
17.183,7.183,2,2,1,1.5,28.17438534,-10.8515746,-0.991879962,-552.6661654
17.184,7.184,2,2,1,1.5,28.17386854,-10.85089399,-0.990951639,-552.6315021
17.185,7.185,2,2,1,1.5,28.17385299,-10.85007992,-0.989825185,-552.590042
17.186,7.186,2,2,1,1.5,28.17422524,-10.84926063,-0.989667196,-552.5483161
17.187,7.187,2,2,1,1.5,28.1745458,-10.84912978,-0.99019425,-552.541652
17.188,7.188,2,2,1,1.5,28.17495149,-10.84980546,-0.99094199,-552.5760638
17.189,7.189,2,2,1,1.5,28.17495381,-10.85047359,-0.991683062,-552.6100914
17.19,7.19,2,2,1,1.5,28.17457933,-10.85025454,-0.992457718,-552.5989354
17.191,7.191,2,2,1,1.5,28.17431977,-10.85017342,-0.993158128,-552.5948041
17.192,7.192,2,2,1,1.5,28.17429882,-10.85028537,-0.992823094,-552.6005054
17.193,7.193,2,2,1,1.5,28.174516,-10.84986515,-0.991750993,-552.5791042
17.194,7.194,2,2,1,1.5,28.1743411,-10.84879469,-0.991257578,-552.524586
17.195,7.195,2,2,1,1.5,28.17428783,-10.84826784,-0.991586894,-552.4977538
17.196,7.196,2,2,1,1.5,28.17452382,-10.84868638,-0.99229306,-552.5190696
17.197,7.197,2,2,1,1.5,28.17449067,-10.84907576,-0.993107576,-552.5389009
17.198,7.198,2,2,1,1.5,28.17419218,-10.84882459,-0.993921272,-552.5261085
17.199,7.199,2,2,1,1.5,28.17375371,-10.84798612,-0.994590595,-552.4834056
17.2,7.2,2,2,1,1.5,28.17377197,-10.84778737,-0.994169638,-552.4732837
17.201,7.201,2,2,1,1.5,28.17397444,-10.84857518,-0.992835928,-552.5134063
17.202,7.202,2,2,1,1.5,28.17397704,-10.84895823,-0.992138628,-552.532915
17.203,7.203,2,2,1,1.5,28.17393839,-10.84814826,-0.992574077,-552.4916635
17.204,7.204,2,2,1,1.5,28.17380363,-10.84687626,-0.9935298,-552.4268811
17.205,7.205,2,2,1,1.5,28.17381341,-10.84623747,-0.994464327,-552.3943475
17.206,7.206,2,2,1,1.5,28.17369523,-10.84654499,-0.995107666,-552.4100095
17.207,7.207,2,2,1,1.5,28.17338267,-10.8470873,-0.995578431,-552.4376291
17.208,7.208,2,2,1,1.5,28.17321885,-10.847768,-0.995311998,-552.4722971
17.209,7.209,2,2,1,1.5,28.17350132,-10.84768064,-0.994101726,-552.467848
17.21,7.21,2,2,1,1.5,28.1738976,-10.84709959,-0.993287507,-552.4382552
17.211,7.211,2,2,1,1.5,28.17367651,-10.8461461,-0.99359205,-552.3896945
17.212,7.212,2,2,1,1.5,28.17315804,-10.84511559,-0.99446971,-552.3372111
17.213,7.213,2,2,1,1.5,28.17294933,-10.84443629,-0.995313209,-552.3026143
17.214,7.214,2,2,1,1.5,28.1731436,-10.84440229,-0.996029023,-552.300883
17.215,7.215,2,2,1,1.5,28.17350812,-10.84508728,-0.996618774,-552.3357692
17.216,7.216,2,2,1,1.5,28.17354361,-10.84593302,-0.99675145,-552.3788421
17.217,7.217,2,2,1,1.5,28.17336097,-10.84602093,-0.99576829,-552.3833196
17.218,7.218,2,2,1,1.5,28.1732074,-10.84511634,-0.994795468,-552.3372491
17.219,7.219,2,2,1,1.5,28.1735207,-10.84411275,-0.994865857,-552.2861365
17.22,7.22,2,2,1,1.5,28.17373872,-10.84362017,-0.995736998,-552.2610498
17.221,7.221,2,2,1,1.5,28.17374989,-10.84280163,-0.996645652,-552.2193619
17.222,7.222,2,2,1,1.5,28.17352358,-10.84189834,-0.997345075,-552.1733577
17.223,7.223,2,2,1,1.5,28.173248,-10.84179468,-0.998060089,-552.1680785
17.224,7.224,2,2,1,1.5,28.17320134,-10.84230915,-0.998147,-552.1942799
17.225,7.225,2,2,1,1.5,28.17317722,-10.84273774,-0.996912532,-552.2161081
17.226,7.226,2,2,1,1.5,28.17339022,-10.84315376,-0.99570062,-552.2372959
17.227,7.227,2,2,1,1.5,28.17328833,-10.84303353,-0.995633788,-552.2311724
17.228,7.228,2,2,1,1.5,28.17302737,-10.84206235,-0.996470302,-552.1817105
17.229,7.229,2,2,1,1.5,28.17305215,-10.84040971,-0.997395292,-552.0975426
17.23,7.23,2,2,1,1.5,28.1731274,-10.83920496,-0.998105947,-552.0361847
17.231,7.231,2,2,1,1.5,28.17312675,-10.83947858,-0.998808369,-552.0501202
17.232,7.232,2,2,1,1.5,28.17281196,-10.84082564,-0.999175198,-552.1187257
17.233,7.233,2,2,1,1.5,28.17284772,-10.8416616,-0.998205226,-552.1613005
17.234,7.234,2,2,1,1.5,28.17315869,-10.84194332,-0.996909514,-552.1756487
17.235,7.235,2,2,1,1.5,28.17307925,-10.84214272,-0.996684544,-552.1858038
17.236,7.236,2,2,1,1.5,28.17291068,-10.84192451,-0.997518301,-552.1746906
17.237,7.237,2,2,1,1.5,28.17274304,-10.84097261,-0.998517722,-552.1262104
17.238,7.238,2,2,1,1.5,28.17280022,-10.84003942,-0.999159962,-552.0786837
17.239,7.239,2,2,1,1.5,28.17280572,-10.83943024,-0.999736711,-552.0476585
17.24,7.24,2,2,1,1.5,28.17242844,-10.83900547,-1.000151727,-552.0260248
17.241,7.241,2,2,1,1.5,28.17218937,-10.8391027,-0.999356844,-552.0309767
17.242,7.242,2,2,1,1.5,28.17250723,-10.83922153,-0.998170488,-552.037029
17.243,7.243,2,2,1,1.5,28.17300735,-10.83919546,-0.997942742,-552.0357009
17.244,7.244,2,2,1,1.5,28.17277396,-10.83885748,-0.998500474,-552.0184879
17.245,7.245,2,2,1,1.5,28.17226062,-10.83862549,-0.999320634,-552.0066726
17.246,7.246,2,2,1,1.5,28.1720452,-10.83851205,-1.000177115,-552.0008954
17.247,7.247,2,2,1,1.5,28.1721903,-10.8386022,-1.000996381,-552.0054868
17.248,7.248,2,2,1,1.5,28.1724941,-10.83866451,-1.00142058,-552.00866
17.249,7.249,2,2,1,1.5,28.17281224,-10.83851364,-1.000477821,-552.0009761
17.25,7.25,2,2,1,1.5,28.17288255,-10.83838064,-0.99893447,-551.9942028
17.251,7.251,2,2,1,1.5,28.17250565,-10.8383962,-0.998402312,-551.9949949
17.252,7.252,2,2,1,1.5,28.17226853,-10.83848448,-0.999168046,-551.9994915
17.253,7.253,2,2,1,1.5,28.17242946,-10.83815759,-1.000327189,-551.9828429
17.254,7.254,2,2,1,1.5,28.17283282,-10.83751721,-1.001191288,-551.9502287
17.255,7.255,2,2,1,1.5,28.17276157,-10.83696671,-1.001833826,-551.9221917
17.256,7.256,2,2,1,1.5,28.17216935,-10.83689174,-1.00239642,-551.9183735
17.257,7.257,2,2,1,1.5,28.17202983,-10.83712196,-1.001980472,-551.9300986
17.258,7.258,2,2,1,1.5,28.17223435,-10.83698338,-1.000676267,-551.9230408
17.259,7.259,2,2,1,1.5,28.17236474,-10.83593946,-0.999984723,-551.8698744
17.26,7.26,2,2,1,1.5,28.17210676,-10.83458532,-1.000373214,-551.8009084
17.261,7.261,2,2,1,1.5,28.17149609,-10.83411127,-1.001303066,-551.7767656
17.262,7.262,2,2,1,1.5,28.17130471,-10.83453828,-1.00215368,-551.7985131
17.263,7.263,2,2,1,1.5,28.17140585,-10.83511338,-1.00282656,-551.8278023
17.264,7.264,2,2,1,1.5,28.17165954,-10.83481032,-1.003497206,-551.812368
17.265,7.265,2,2,1,1.5,28.17170536,-10.83414759,-1.003163531,-551.7786155
17.266,7.266,2,2,1,1.5,28.17144683,-10.83418131,-1.001759972,-551.7803325
17.267,7.267,2,2,1,1.5,28.1713346,-10.83445391,-1.000883114,-551.7942158
17.268,7.268,2,2,1,1.5,28.17141581,-10.83407905,-1.001149956,-551.7751245
17.269,7.269,2,2,1,1.5,28.17169493,-10.83298409,-1.001964603,-551.7193588
17.27,7.27,2,2,1,1.5,28.17156399,-10.83262861,-1.002829392,-551.7012541
17.271,7.271,2,2,1,1.5,28.17132529,-10.83350172,-1.003764328,-551.7457215
17.272,7.272,2,2,1,1.5,28.17143658,-10.83400585,-1.004641708,-551.7713963
17.273,7.273,2,2,1,1.5,28.17184897,-10.83351448,-1.004628167,-551.7463713
17.274,7.274,2,2,1,1.5,28.17199761,-10.83280994,-1.00320287,-551.7104891
17.275,7.275,2,2,1,1.5,28.17157637,-10.83259406,-1.001804415,-551.6994944
17.276,7.276,2,2,1,1.5,28.17154359,-10.8323996,-1.001763269,-551.6895906
17.277,7.277,2,2,1,1.5,28.17169642,-10.83180839,-1.002774909,-551.6594808
17.278,7.278,2,2,1,1.5,28.17171505,-10.83118459,-1.003778651,-551.627711
17.279,7.279,2,2,1,1.5,28.17159919,-10.83077081,-1.004580054,-551.606637
17.28,7.28,2,2,1,1.5,28.17164194,-10.83095046,-1.005403027,-551.6157866
17.281,7.281,2,2,1,1.5,28.17193698,-10.83147051,-1.005461868,-551.6422726
17.282,7.282,2,2,1,1.5,28.17231501,-10.83156364,-1.004241183,-551.6470157
17.283,7.283,2,2,1,1.5,28.17217223,-10.83127791,-1.003135219,-551.6324636
17.284,7.284,2,2,1,1.5,28.17170089,-10.83069425,-1.003124677,-551.6027381
17.285,7.285,2,2,1,1.5,28.17134745,-10.82976228,-1.003855877,-551.555273
17.286,7.286,2,2,1,1.5,28.17113493,-10.82885796,-1.00464059,-551.5092167
17.287,7.287,2,2,1,1.5,28.17110689,-10.82865996,-1.005278006,-551.4991327
17.288,7.288,2,2,1,1.5,28.17124175,-10.8290121,-1.006054152,-551.5170666
17.289,7.289,2,2,1,1.5,28.17121102,-10.82960675,-1.006617714,-551.5473519
17.29,7.29,2,2,1,1.5,28.17110159,-10.82929522,-1.005755775,-551.5314859
17.291,7.291,2,2,1,1.5,28.17104207,-10.82829721,-1.004321203,-551.4806579
17.292,7.292,2,2,1,1.5,28.17094252,-10.82785623,-1.003856473,-551.458199
17.293,7.293,2,2,1,1.5,28.17084771,-10.82785903,-1.004449185,-551.4583412
17.294,7.294,2,2,1,1.5,28.17069981,-10.8274769,-1.005430538,-551.43888
17.295,7.295,2,2,1,1.5,28.17082023,-10.8270159,-1.006318908,-551.4154012
17.296,7.296,2,2,1,1.5,28.17086075,-10.82647964,-1.007038988,-551.3880899
17.297,7.297,2,2,1,1.5,28.17096533,-10.8262633,-1.007440966,-551.3770715
17.298,7.298,2,2,1,1.5,28.1709238,-10.8262931,-1.006660536,-551.3785893
17.299,7.299,2,2,1,1.5,28.17060016,-10.82602488,-1.005394887,-551.3649289
17.3,7.3,2,2,1,1.5,28.17034898,-10.8257222,-1.004868019,-551.3495136
17.301,7.301,2,2,1,1.5,28.17026386,-10.82539931,-1.005383059,-551.3330689
17.302,7.302,2,2,1,1.5,28.17066088,-10.82477905,-1.006268952,-551.3014793
17.303,7.303,2,2,1,1.5,28.17087267,-10.82468182,-1.006990448,-551.2965274
17.304,7.304,2,2,1,1.5,28.17083905,-10.82429644,-1.007691137,-551.2769001
17.305,7.305,2,2,1,1.5,28.17075811,-10.82400605,-1.008465216,-551.2621109
17.306,7.306,2,2,1,1.5,28.17066563,-10.82459334,-1.007934045,-551.2920214
17.307,7.307,2,2,1,1.5,28.17073762,-10.82488559,-1.006426439,-551.3069055
17.308,7.308,2,2,1,1.5,28.17062568,-10.82425155,-1.005673837,-551.2746139
17.309,7.309,2,2,1,1.5,28.17060156,-10.82340451,-1.006065533,-551.2314746
17.31,7.31,2,2,1,1.5,28.17104161,-10.82321387,-1.007026788,-551.2217653
17.311,7.311,2,2,1,1.5,28.17134866,-10.82345573,-1.007920317,-551.2340834
17.312,7.312,2,2,1,1.5,28.17113819,-10.82335515,-1.008592751,-551.2289607
17.313,7.313,2,2,1,1.5,28.17056896,-10.82272884,-1.009123772,-551.1970628
17.314,7.314,2,2,1,1.5,28.17056654,-10.82219919,-1.008615494,-551.1700883
17.315,7.315,2,2,1,1.5,28.17072468,-10.82210466,-1.007279716,-551.165274
17.316,7.316,2,2,1,1.5,28.17064375,-10.82182797,-1.006694268,-551.1511819
17.317,7.317,2,2,1,1.5,28.17042265,-10.82128398,-1.007136721,-551.123477
17.318,7.318,2,2,1,1.5,28.17022204,-10.82095914,-1.00786265,-551.1069328
17.319,7.319,2,2,1,1.5,28.17047369,-10.82083704,-1.008449513,-551.1007144
17.32,7.32,2,2,1,1.5,28.17077609,-10.82060207,-1.00909384,-551.0887474
17.321,7.321,2,2,1,1.5,28.17085134,-10.81997119,-1.010000613,-551.056617
17.322,7.322,2,2,1,1.5,28.17052705,-10.81945971,-1.009963062,-551.0305674
17.323,7.323,2,2,1,1.5,28.17010051,-10.81945989,-1.008507088,-551.0305769
17.324,7.324,2,2,1,1.5,28.17011923,-10.81981175,-1.007328797,-551.0484967
17.325,7.325,2,2,1,1.5,28.17042507,-10.81975345,-1.007481944,-551.0455275
17.326,7.326,2,2,1,1.5,28.17050591,-10.81908755,-1.008491907,-551.0116137
17.327,7.327,2,2,1,1.5,28.16992197,-10.81835991,-1.009463314,-550.9745551
17.328,7.328,2,2,1,1.5,28.16942073,-10.81782831,-1.010222584,-550.947481
17.329,7.329,2,2,1,1.5,28.16946525,-10.81750952,-1.010825355,-550.9312451
17.33,7.33,2,2,1,1.5,28.16999881,-10.81765136,-1.010671705,-550.938469
17.331,7.331,2,2,1,1.5,28.17027671,-10.81820205,-1.00931501,-550.9665154
17.332,7.332,2,2,1,1.5,28.17007229,-10.81809849,-1.008148007,-550.961241
17.333,7.333,2,2,1,1.5,28.16990456,-10.81727007,-1.008207761,-550.9190504
17.334,7.334,2,2,1,1.5,28.16970749,-10.81639593,-1.009126361,-550.8745308
17.335,7.335,2,2,1,1.5,28.16992383,-10.81583984,-1.010119114,-550.8462092
17.336,7.336,2,2,1,1.5,28.16997115,-10.81523411,-1.010839902,-550.8153596
17.337,7.337,2,2,1,1.5,28.16967675,-10.81464784,-1.011429597,-550.7855012
17.338,7.338,2,2,1,1.5,28.16953864,-10.8143256,-1.011442486,-550.7690898
17.339,7.339,2,2,1,1.5,28.16953771,-10.81419801,-1.010263022,-550.7625916
17.34,7.34,2,2,1,1.5,28.16985259,-10.8143636,-1.009209994,-550.771025
17.341,7.341,2,2,1,1.5,28.1700301,-10.81428658,-1.009190213,-550.7671024
17.342,7.342,2,2,1,1.5,28.16988798,-10.8135649,-1.009847149,-550.7303474
17.343,7.343,2,2,1,1.5,28.16955764,-10.81345845,-1.010620147,-550.724926
17.344,7.344,2,2,1,1.5,28.16943852,-10.81384756,-1.01132568,-550.744743
17.345,7.345,2,2,1,1.5,28.1697874,-10.81385221,-1.012027469,-550.7449802
17.346,7.346,2,2,1,1.5,28.17004519,-10.81354078,-1.012434307,-550.7291189
17.347,7.347,2,2,1,1.5,28.16994004,-10.81313258,-1.011459101,-550.7083295
17.348,7.348,2,2,1,1.5,28.16958809,-10.81277588,-1.010117382,-550.6901631
17.349,7.349,2,2,1,1.5,28.16943321,-10.81247907,-1.009770017,-550.6750466
17.35,7.35,2,2,1,1.5,28.1695581,-10.81205569,-1.010365915,-550.6534841
17.351,7.351,2,2,1,1.5,28.16959154,-10.81145993,-1.011379026,-550.6231419
17.352,7.352,2,2,1,1.5,28.1697832,-10.81076451,-1.012396831,-550.5877245
17.353,7.353,2,2,1,1.5,28.16997711,-10.81030183,-1.013166923,-550.5641604
17.354,7.354,2,2,1,1.5,28.17010423,-10.81049955,-1.01330949,-550.5742302
17.355,7.355,2,2,1,1.5,28.16982884,-10.81098635,-1.011948306,-550.5990228
17.356,7.356,2,2,1,1.5,28.16939959,-10.81043119,-1.0104087,-550.5707487
17.357,7.357,2,2,1,1.5,28.16953519,-10.80920007,-1.010176111,-550.5080485
17.358,7.358,2,2,1,1.5,28.17010358,-10.80882112,-1.011157185,-550.4887484
17.359,7.359,2,2,1,1.5,28.17034544,-10.80941483,-1.012286898,-550.5189863
17.36,7.36,2,2,1,1.5,28.16984085,-10.80945358,-1.012871042,-550.5209594
17.361,7.361,2,2,1,1.5,28.16923177,-10.80782423,-1.013259515,-550.4379774
17.362,7.362,2,2,1,1.5,28.16883177,-10.80634082,-1.013878621,-550.3624279
17.363,7.363,2,2,1,1.5,28.16910697,-10.80636792,-1.013438366,-550.3638082
17.364,7.364,2,2,1,1.5,28.1694903,-10.80710702,-1.01196833,-550.4014501
17.365,7.365,2,2,1,1.5,28.16951582,-10.80686897,-1.01118166,-550.3893265
17.366,7.366,2,2,1,1.5,28.16931326,-10.8062081,-1.011626255,-550.3556688
17.367,7.367,2,2,1,1.5,28.16901971,-10.80573108,-1.012514513,-550.3313742
17.368,7.368,2,2,1,1.5,28.16905193,-10.80546938,-1.013231799,-550.3180459
17.369,7.369,2,2,1,1.5,28.16909393,-10.80532046,-1.01386847,-550.3104615
17.37,7.37,2,2,1,1.5,28.16904001,-10.80524549,-1.014574748,-550.3066433
17.371,7.371,2,2,1,1.5,28.1690021,-10.80454122,-1.014157627,-550.2707753
17.372,7.372,2,2,1,1.5,28.16902585,-10.80382504,-1.012795046,-550.2343002
17.373,7.373,2,2,1,1.5,28.16942446,-10.80329381,-1.012006905,-550.207245
17.374,7.374,2,2,1,1.5,28.16951508,-10.80286382,-1.012360547,-550.1853457
17.375,7.375,2,2,1,1.5,28.16931456,-10.80229869,-1.013130415,-550.1565641
17.376,7.376,2,2,1,1.5,28.16913445,-10.80159135,-1.013884284,-550.1205396
17.377,7.377,2,2,1,1.5,28.16943191,-10.80129864,-1.014626585,-550.1056317
17.378,7.378,2,2,1,1.5,28.16972099,-10.80157524,-1.015319359,-550.119719
17.379,7.379,2,2,1,1.5,28.16941431,-10.80164537,-1.015158426,-550.1232906
17.38,7.38,2,2,1,1.5,28.1690863,-10.8015947,-1.013802346,-550.1207103
17.381,7.381,2,2,1,1.5,28.16893933,-10.80101458,-1.01267891,-550.091165
17.382,7.382,2,2,1,1.5,28.16892387,-10.80009323,-1.012745574,-550.0442407
17.383,7.383,2,2,1,1.5,28.16899093,-10.79926435,-1.013562921,-550.0020263
17.384,7.384,2,2,1,1.5,28.16871814,-10.79886779,-1.014612187,-549.9818298
