Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,Total Cycle Count(8800MTB25266 Linear Waveform),Position (mm),Force (kN),Strain 1 (%),Stress
17.385,7.385,2,2,1,1.5,28.16859437,-10.79854239,-1.015487518,-549.9652571
17.386,7.386,2,2,1,1.5,28.16881826,-10.79850495,-1.016110424,-549.9633504
17.387,7.387,2,2,1,1.5,28.16908704,-10.79848809,-1.015865617,-549.9624918
17.388,7.388,2,2,1,1.5,28.16908751,-10.7981598,-1.014461406,-549.9457721
17.389,7.389,2,2,1,1.5,28.16878911,-10.79774294,-1.013489049,-549.9245416
17.39,7.39,2,2,1,1.5,28.16856951,-10.79780357,-1.013694331,-549.9276294
17.391,7.391,2,2,1,1.5,28.16837989,-10.79806909,-1.014508288,-549.9411523
17.392,7.392,2,2,1,1.5,28.16845663,-10.79796655,-1.015405618,-549.93593
17.393,7.393,2,2,1,1.5,28.16858189,-10.79730019,-1.016076636,-549.9019925
17.394,7.394,2,2,1,1.5,28.16834347,-10.79650354,-1.016576253,-549.8614193
17.395,7.395,2,2,1,1.5,28.16805076,-10.79566181,-1.016553324,-549.8185504
17.396,7.396,2,2,1,1.5,28.16834813,-10.79509659,-1.015325934,-549.789764
17.397,7.397,2,2,1,1.5,28.16884825,-10.79441179,-1.014078055,-549.7548873
17.398,7.398,2,2,1,1.5,28.16874366,-10.79351529,-1.013966631,-549.7092294
17.399,7.399,2,2,1,1.5,28.16823022,-10.79305653,-1.014732569,-549.6858644
17.4,7.4,2,2,1,1.5,28.16798752,-10.7932589,-1.01560127,-549.6961714
17.401,7.401,2,2,1,1.5,28.16836527,-10.79319948,-1.016382091,-549.6931452
17.402,7.402,2,2,1,1.5,28.16876657,-10.79261815,-1.017148551,-549.6635383
17.403,7.403,2,2,1,1.5,28.16878818,-10.79206103,-1.017477345,-549.6351645
17.404,7.404,2,2,1,1.5,28.1685899,-10.79166997,-1.016436461,-549.6152479
17.405,7.405,2,2,1,1.5,28.1685384,-10.79105502,-1.015071105,-549.5839286
17.406,7.406,2,2,1,1.5,28.16866338,-10.79060407,-1.014653482,-549.5609621
17.407,7.407,2,2,1,1.5,28.16852862,-10.79022633,-1.015219707,-549.5417237
17.408,7.408,2,2,1,1.5,28.16829039,-10.78999089,-1.016121991,-549.529733
17.409,7.409,2,2,1,1.5,28.16802114,-10.78966437,-1.016892064,-549.5131033
17.41,7.41,2,2,1,1.5,28.16805635,-10.78951443,-1.017555464,-549.5054668
17.411,7.411,2,2,1,1.5,28.16845141,-10.78906739,-1.01794064,-549.4826995
17.412,7.412,2,2,1,1.5,28.16855907,-10.78818394,-1.017031949,-549.4377056
17.413,7.413,2,2,1,1.5,28.1684733,-10.78720232,-1.015645582,-549.3877124
17.414,7.414,2,2,1,1.5,28.16836499,-10.78687115,-1.015346367,-549.3708457
17.415,7.415,2,2,1,1.5,28.16857593,-10.78683529,-1.016029771,-549.3690195
17.416,7.416,2,2,1,1.5,28.16882301,-10.78661596,-1.016913503,-549.3578493
17.417,7.417,2,2,1,1.5,28.16873202,-10.78662071,-1.017586067,-549.3580912
17.418,7.418,2,2,1,1.5,28.168137,-10.78613102,-1.01801306,-549.3331516
17.419,7.419,2,2,1,1.5,28.1677125,-10.78470517,-1.018282752,-549.2605334
17.42,7.42,2,2,1,1.5,28.16812946,-10.78345487,-1.017494667,-549.1968561
17.421,7.421,2,2,1,1.5,28.16851912,-10.78262171,-1.016207244,-549.1544235
17.422,7.422,2,2,1,1.5,28.16831516,-10.78218054,-1.015798934,-549.1319551
17.423,7.423,2,2,1,1.5,28.1679091,-10.78201476,-1.016296055,-549.1235122
17.424,7.424,2,2,1,1.5,28.16805318,-10.78179842,-1.017073579,-549.1124938
17.425,7.425,2,2,1,1.5,28.16856336,-10.78115068,-1.017869134,-549.0795049
17.426,7.426,2,2,1,1.5,28.16861151,-10.78033475,-1.018709783,-549.0379498
17.427,7.427,2,2,1,1.5,28.16818161,-10.78015557,-1.019315422,-549.0288239
17.428,7.428,2,2,1,1.5,28.16803837,-10.78036791,-1.018753108,-549.0396384
17.429,7.429,2,2,1,1.5,28.16852098,-10.78042118,-1.017195135,-549.0423515
17.43,7.43,2,2,1,1.5,28.16873118,-10.7798934,-1.016239226,-549.0154719
17.431,7.431,2,2,1,1.5,28.16827251,-10.77906629,-1.016469803,-548.9733476
17.432,7.432,2,2,1,1.5,28.16794477,-10.77849902,-1.017253846,-548.9444569
17.433,7.433,2,2,1,1.5,28.16790557,-10.77802926,-1.018057521,-548.9205322
17.434,7.434,2,2,1,1.5,28.16821551,-10.77720597,-1.018819623,-548.8786025
17.435,7.435,2,2,1,1.5,28.16834068,-10.77624392,-1.019529514,-548.8296053
17.436,7.436,2,2,1,1.5,28.16819185,-10.77609705,-1.019260287,-548.8221253
17.437,7.437,2,2,1,1.5,28.16810915,-10.77635912,-1.017768458,-548.8354727
17.438,7.438,2,2,1,1.5,28.16820499,-10.77624867,-1.016729865,-548.8298473
17.439,7.439,2,2,1,1.5,28.16843912,-10.77534128,-1.016850024,-548.7836344
17.44,7.44,2,2,1,1.5,28.16817183,-10.77436572,-1.017698348,-548.7339495
17.441,7.441,2,2,1,1.5,28.16749578,-10.77381857,-1.018607542,-548.7060833
17.442,7.442,2,2,1,1.5,28.16720651,-10.77360399,-1.01933565,-548.695155
17.443,7.443,2,2,1,1.5,28.16779241,-10.77291658,-1.019893009,-548.6601455
17.444,7.444,2,2,1,1.5,28.16851065,-10.77152481,-1.019731984,-548.5892633
17.445,7.445,2,2,1,1.5,28.16851726,-10.77034576,-1.018383633,-548.5292146
17.446,7.446,2,2,1,1.5,28.16779837,-10.77013658,-1.017334666,-548.5185614
17.447,7.447,2,2,1,1.5,28.16738579,-10.77083852,-1.017392483,-548.5543108
17.448,7.448,2,2,1,1.5,28.1676488,-10.77080518,-1.01815125,-548.5526127
17.449,7.449,2,2,1,1.5,28.16800009,-10.76967577,-1.018934269,-548.4950921
17.45,7.45,2,2,1,1.5,28.16777546,-10.76845676,-1.019559465,-548.4330085
17.451,7.451,2,2,1,1.5,28.16749662,-10.76796707,-1.020191517,-548.4080688
17.452,7.452,2,2,1,1.5,28.16770012,-10.76799715,-1.020447612,-548.4096009
17.453,7.453,2,2,1,1.5,28.16830557,-10.76817699,-1.019356269,-548.41876
17.454,7.454,2,2,1,1.5,28.16839954,-10.76795142,-1.018092167,-548.407272
17.455,7.455,2,2,1,1.5,28.16789402,-10.76779356,-1.017843019,-548.3992323
17.456,7.456,2,2,1,1.5,28.16746607,-10.7671937,-1.018396877,-548.3686814
17.457,7.457,2,2,1,1.5,28.16768233,-10.76612072,-1.019151323,-548.3140352
17.458,7.458,2,2,1,1.5,28.16814501,-10.76491196,-1.019876506,-548.2524733
17.459,7.459,2,2,1,1.5,28.16809453,-10.76413672,-1.020562816,-548.212991
17.46,7.46,2,2,1,1.5,28.16782566,-10.76389505,-1.02070868,-548.2006825
17.461,7.461,2,2,1,1.5,28.16766128,-10.76391423,-1.019453183,-548.2016596
17.462,7.462,2,2,1,1.5,28.16788163,-10.76363577,-1.018162873,-548.1874774
17.463,7.463,2,2,1,1.5,28.16815423,-10.76278882,-1.018085089,-548.1443429
17.464,7.464,2,2,1,1.5,28.16794338,-10.76186253,-1.018850803,-548.0971672
17.465,7.465,2,2,1,1.5,28.16779558,-10.76084618,-1.019718796,-548.0454048
17.466,7.466,2,2,1,1.5,28.16775003,-10.75990209,-1.020397898,-547.9973231
17.467,7.467,2,2,1,1.5,28.16793667,-10.75916085,-1.021071449,-547.959572
17.468,7.468,2,2,1,1.5,28.1679769,-10.75849915,-1.021467894,-547.9258717
17.469,7.469,2,2,1,1.5,28.16772405,-10.75834725,-1.020476036,-547.9181356
17.47,7.47,2,2,1,1.5,28.16758854,-10.75791689,-1.01894496,-547.8962173
17.471,7.471,2,2,1,1.5,28.16772331,-10.75750897,-1.018406916,-547.8754421
17.472,7.472,2,2,1,1.5,28.16812638,-10.75723022,-1.019044071,-547.8612458
17.473,7.473,2,2,1,1.5,28.16806408,-10.75655837,-1.020043753,-547.8270284
17.474,7.474,2,2,1,1.5,28.16762896,-10.75548502,-1.020777579,-547.7723632
17.475,7.475,2,2,1,1.5,28.16727404,-10.75500613,-1.021281332,-547.7479737
17.476,7.476,2,2,1,1.5,28.16751087,-10.75502289,-1.021692101,-547.7488275
17.477,7.477,2,2,1,1.5,28.16801667,-10.75482806,-1.021132618,-547.7389048
17.478,7.478,2,2,1,1.5,28.16773085,-10.75385083,-1.019756738,-547.6891345
17.479,7.479,2,2,1,1.5,28.1670602,-10.75249575,-1.019026972,-547.6201211
17.48,7.48,2,2,1,1.5,28.16704111,-10.75188266,-1.019368395,-547.5888967
17.481,7.481,2,2,1,1.5,28.16779837,-10.75204993,-1.020303424,-547.5974155
17.482,7.482,2,2,1,1.5,28.16820005,-10.75209603,-1.021174006,-547.5997634
17.483,7.483,2,2,1,1.5,28.1676895,-10.75147921,-1.021754108,-547.5683492
17.484,7.484,2,2,1,1.5,28.16720903,-10.75036051,-1.022084095,-547.5113741
17.485,7.485,2,2,1,1.5,28.16736614,-10.74960725,-1.021329854,-547.4730112
17.486,7.486,2,2,1,1.5,28.16792103,-10.74906616,-1.01990696,-547.4454533
17.487,7.487,2,2,1,1.5,28.16802906,-10.74849749,-1.019317694,-547.4164914
17.488,7.488,2,2,1,1.5,28.16773048,-10.74776268,-1.019669604,-547.3790676
17.489,7.489,2,2,1,1.5,28.16737881,-10.74710162,-1.020424552,-547.3454005
17.49,7.49,2,2,1,1.5,28.1673098,-10.74700216,-1.02121383,-547.3403347
17.491,7.491,2,2,1,1.5,28.16761164,-10.74671093,-1.021864451,-547.3255028
17.492,7.492,2,2,1,1.5,28.1678305,-10.7461961,-1.022405922,-547.2992825
17.493,7.493,2,2,1,1.5,28.16789858,-10.74545346,-1.021963246,-547.2614603
17.494,7.494,2,2,1,1.5,28.16750137,-10.74490948,-1.020513196,-547.2337553
17.495,7.495,2,2,1,1.5,28.16737583,-10.74423455,-1.019615345,-547.1993815
17.496,7.496,2,2,1,1.5,28.16762114,-10.74267244,-1.019997969,-547.119824
17.497,7.497,2,2,1,1.5,28.16774929,-10.74091867,-1.020903066,-547.030505
17.498,7.498,2,2,1,1.5,28.16775637,-10.74001435,-1.021588631,-546.9844487
17.499,7.499,2,2,1,1.5,28.16774379,-10.73989701,-1.021933425,-546.9784723
17.5,7.5,2,2,1,1.75,28.16792205,-10.73999098,-1.022510305,-546.9832581
17.501,7.501,2,2,1,1.75,28.16805067,-10.73978199,-1.022592243,-546.9726144
17.502,7.502,2,2,1,1.75,28.16802328,-10.73917495,-1.021349374,-546.9416983
17.503,7.503,2,2,1,1.75,28.16771073,-10.73816866,-1.020193845,-546.8904482
17.504,7.504,2,2,1,1.75,28.16748153,-10.73700069,-1.020100154,-546.8309639
17.505,7.505,2,2,1,1.75,28.16767879,-10.73621092,-1.020738911,-546.7907417
17.506,7.506,2,2,1,1.75,28.16764209,-10.73592082,-1.021623667,-546.7759666
17.507,7.507,2,2,1,1.75,28.16753071,-10.73566638,-1.022366956,-546.7630083
17.508,7.508,2,2,1,1.75,28.16746216,-10.73498717,-1.022878494,-546.7284162
17.509,7.509,2,2,1,1.75,28.16786934,-10.73402334,-1.022795849,-546.679329
17.51,7.51,2,2,1,1.75,28.16817556,-10.73375493,-1.021516696,-546.6656591
17.511,7.511,2,2,1,1.75,28.16766128,-10.73368797,-1.020248905,-546.6622487
17.512,7.512,2,2,1,1.75,28.1669707,-10.73269388,-1.020076163,-546.61162
17.513,7.513,2,2,1,1.75,28.16686537,-10.7310839,-1.020824835,-546.5296245
17.514,7.514,2,2,1,1.75,28.16736978,-10.73020436,-1.021867152,-546.4848298
17.515,7.515,2,2,1,1.75,28.16770663,-10.72997544,-1.022647675,-546.4731711
17.516,7.516,2,2,1,1.75,28.1674318,-10.72975732,-1.023077816,-546.4620625
17.517,7.517,2,2,1,1.75,28.16710426,-10.72938172,-1.023112014,-546.4429333
17.518,7.518,2,2,1,1.75,28.16745071,-10.72861468,-1.022080276,-546.4038684
17.519,7.519,2,2,1,1.75,28.16798659,-10.72740993,-1.020906437,-546.3425105
17.52,7.52,2,2,1,1.75,28.16785825,-10.7266767,-1.02053469,-546.3051674
17.521,7.521,2,2,1,1.75,28.16746645,-10.72654165,-1.020935774,-546.2982898
17.522,7.522,2,2,1,1.75,28.16714179,-10.72638845,-1.021638829,-546.2904872
17.523,7.523,2,2,1,1.75,28.16721424,-10.72622789,-1.022428423,-546.28231
17.524,7.524,2,2,1,1.75,28.16765588,-10.72551114,-1.023293082,-546.2458064
17.525,7.525,2,2,1,1.75,28.16755259,-10.72441684,-1.023634616,-546.190074
17.526,7.526,2,2,1,1.75,28.16720745,-10.72333585,-1.022511926,-546.1350198
17.527,7.527,2,2,1,1.75,28.16725895,-10.72236579,-1.020959113,-546.0856147
17.528,7.528,2,2,1,1.75,28.16762496,-10.72208863,-1.020546947,-546.071499
17.529,7.529,2,2,1,1.75,28.16789038,-10.72251219,-1.021360606,-546.093071
17.53,7.53,2,2,1,1.75,28.16813048,-10.72285296,-1.022447236,-546.1104264
17.531,7.531,2,2,1,1.75,28.16805048,-10.72187172,-1.023209915,-546.0604521
17.532,7.532,2,2,1,1.75,28.16759739,-10.71969029,-1.023708135,-545.9493525
17.533,7.533,2,2,1,1.75,28.16757271,-10.71777781,-1.024027411,-545.8519511
17.534,7.534,2,2,1,1.75,28.16769397,-10.71716053,-1.023284644,-545.8205133
17.535,7.535,2,2,1,1.75,28.16790333,-10.71705353,-1.021778807,-545.8150634
17.536,7.536,2,2,1,1.75,28.16793285,-10.71683131,-1.02090219,-545.8037461
17.537,7.537,2,2,1,1.75,28.16798976,-10.7161792,-1.021178998,-545.7705343
17.538,7.538,2,2,1,1.75,28.16798324,-10.71549235,-1.022072826,-545.7355533
17.539,7.539,2,2,1,1.75,28.16763045,-10.7149479,-1.023006961,-545.7078246
17.54,7.54,2,2,1,1.75,28.16729723,-10.71443986,-1.023645569,-545.6819506
17.541,7.541,2,2,1,1.75,28.16703888,-10.71422426,-1.024023592,-545.6709701
17.542,7.542,2,2,1,1.75,28.16716554,-10.71411483,-1.023233756,-545.6653968
17.543,7.543,2,2,1,1.75,28.16735124,-10.71344735,-1.021607555,-545.6314024
17.544,7.544,2,2,1,1.75,28.16711403,-10.71221111,-1.020938549,-545.5684414
17.545,7.545,2,2,1,1.75,28.16682132,-10.71131323,-1.021586023,-545.5227123
17.546,7.546,2,2,1,1.75,28.16700991,-10.71062544,-1.022473313,-545.4876839
17.547,7.547,2,2,1,1.75,28.16762403,-10.7105935,-1.023091618,-545.4860569
17.548,7.548,2,2,1,1.75,28.16775609,-10.71047531,-1.023697238,-545.4800378
17.549,7.549,2,2,1,1.75,28.16728633,-10.70918199,-1.024315916,-545.4141692
17.55,7.55,2,2,1,1.75,28.16704605,-10.70794705,-1.023969855,-545.3512745
17.551,7.551,2,2,1,1.75,28.16747567,-10.70729811,-1.022469699,-545.318224
17.552,7.552,2,2,1,1.75,28.16798519,-10.70677144,-1.021390092,-545.2914013
17.553,7.553,2,2,1,1.75,28.16767581,-10.70673494,-1.021537837,-545.289542
17.554,7.554,2,2,1,1.75,28.16707427,-10.70691952,-1.022387519,-545.298943
17.555,7.555,2,2,1,1.75,28.16680856,-10.70640897,-1.023294702,-545.2729408
17.556,7.556,2,2,1,1.75,28.167345,-10.70525367,-1.024035029,-545.2141016
17.557,7.557,2,2,1,1.75,28.1679227,-10.70425669,-1.024660151,-545.1633258
17.558,7.558,2,2,1,1.75,28.16806249,-10.70399331,-1.024358999,-545.149912
17.559,7.559,2,2,1,1.75,28.16796405,-10.70385957,-1.022800673,-545.1431008
17.56,7.56,2,2,1,1.75,28.1678603,-10.7033045,-1.021580286,-545.1148314
17.561,7.561,2,2,1,1.75,28.16795465,-10.70276145,-1.021550111,-545.0871739
17.562,7.562,2,2,1,1.75,28.16778738,-10.70210943,-1.022331975,-545.0539668
17.563,7.563,2,2,1,1.75,28.16765299,-10.70089983,-1.023240983,-544.9923623
17.564,7.564,2,2,1,1.75,28.16763455,-10.70003752,-1.023999192,-544.9484451
17.565,7.565,2,2,1,1.75,28.16763408,-10.70002364,-1.024772543,-544.9477384
17.566,7.566,2,2,1,1.75,28.1676094,-10.70013912,-1.024960428,-544.95362
17.567,7.567,2,2,1,1.75,28.16769732,-10.69974201,-1.023450289,-544.933395
17.568,7.568,2,2,1,1.75,28.16780107,-10.69876505,-1.021777932,-544.883639
17.569,7.569,2,2,1,1.75,28.16776568,-10.69771135,-1.021616235,-544.8299746
17.57,7.57,2,2,1,1.75,28.1677953,-10.69700317,-1.022573989,-544.7939074
17.571,7.571,2,2,1,1.75,28.16778012,-10.69704201,-1.023571752,-544.7958853
17.572,7.572,2,2,1,1.75,28.16747772,-10.69722753,-1.024259776,-544.8053337
17.573,7.573,2,2,1,1.75,28.16728009,-10.6967926,-1.02472404,-544.783183
17.574,7.574,2,2,1,1.75,28.16735888,-10.69600051,-1.024733651,-544.7428422
17.575,7.575,2,2,1,1.75,28.16787548,-10.69538938,-1.023585778,-544.7117174
17.576,7.576,2,2,1,1.75,28.16789905,-10.6947368,-1.022344362,-544.6784819
17.577,7.577,2,2,1,1.75,28.16722486,-10.6938988,-1.021978706,-544.6358027
17.578,7.578,2,2,1,1.75,28.16683464,-10.69372203,-1.022474207,-544.6268002
17.579,7.579,2,2,1,1.75,28.1670548,-10.69328422,-1.023414731,-544.6045024
17.58,7.58,2,2,1,1.75,28.16752205,-10.69234796,-1.024326291,-544.5568192
17.581,7.581,2,2,1,1.75,28.16738915,-10.69179326,-1.02506388,-544.5285687
17.582,7.582,2,2,1,1.75,28.16704959,-10.69171522,-1.025459245,-544.524594
17.583,7.583,2,2,1,1.75,28.16691715,-10.6910605,-1.024368946,-544.4912494
17.584,7.584,2,2,1,1.75,28.16711711,-10.69016969,-1.022670586,-544.4458808
17.585,7.585,2,2,1,1.75,28.16747623,-10.68981243,-1.022118852,-544.4276859
17.586,7.586,2,2,1,1.75,28.16738458,-10.68967339,-1.022870746,-544.4206043
17.587,7.587,2,2,1,1.75,28.16713424,-10.68918519,-1.023686994,-544.3957405
17.588,7.588,2,2,1,1.75,28.16717708,-10.68824669,-1.024077553,-544.3479434
17.589,7.589,2,2,1,1.75,28.16738822,-10.68764105,-1.024604142,-544.3170985
17.59,7.59,2,2,1,1.75,28.16742901,-10.68759961,-1.025312804,-544.3149878
17.591,7.591,2,2,1,1.75,28.16751311,-10.6873448,-1.024805978,-544.3020104
17.592,7.592,2,2,1,1.75,28.16773718,-10.68616193,-1.023316029,-544.2417672
17.593,7.593,2,2,1,1.75,28.16783413,-10.68476913,-1.022403911,-544.1708328
17.594,7.594,2,2,1,1.75,28.16780498,-10.6843519,-1.022781152,-544.1495834
17.595,7.595,2,2,1,1.75,28.16765765,-10.68483898,-1.023686472,-544.1743902
17.596,7.596,2,2,1,1.75,28.16764973,-10.68457803,-1.024392173,-544.1610998
17.597,7.597,2,2,1,1.75,28.16779325,-10.6835437,-1.025022566,-544.108422
17.598,7.598,2,2,1,1.75,28.16790398,-10.68250882,-1.025647819,-544.0557157
17.599,7.599,2,2,1,1.75,28.16776671,-10.68193456,-1.02507947,-544.0264692
17.6,7.6,2,2,1,1.75,28.16736922,-10.6816927,-1.023507137,-544.0141511
17.601,7.601,2,2,1,1.75,28.16720223,-10.68132818,-1.022632364,-543.9955863
17.602,7.602,2,2,1,1.75,28.16735795,-10.68074284,-1.022906173,-543.9657754
17.603,7.603,2,2,1,1.75,28.16773253,-10.6800166,-1.023690663,-543.928788
17.604,7.604,2,2,1,1.75,28.1678441,-10.67951592,-1.024383325,-543.9032886
17.605,7.605,2,2,1,1.75,28.16765588,-10.67962144,-1.024968326,-543.9086627
17.606,7.606,2,2,1,1.75,28.16751683,-10.67971317,-1.025658268,-543.9133347
17.607,7.607,2,2,1,1.75,28.16776494,-10.67895629,-1.025499888,-543.8747868
17.608,7.608,2,2,1,1.75,28.16806966,-10.6776692,-1.024070419,-543.809236
17.609,7.609,2,2,1,1.75,28.16782938,-10.67683576,-1.022801604,-543.7667892
17.61,7.61,2,2,1,1.75,28.1672772,-10.67638006,-1.022644937,-543.7435808
17.611,7.611,2,2,1,1.75,28.1671281,-10.67620423,-1.023351923,-543.7346256
17.612,7.612,2,2,1,1.75,28.16756442,-10.6763741,-1.024415176,-543.7432772
17.613,7.613,2,2,1,1.75,28.16796321,-10.67616334,-1.02524586,-543.7325434
17.614,7.614,2,2,1,1.75,28.16776475,-10.67520278,-1.025669891,-543.6836222
17.615,7.615,2,2,1,1.75,28.167284,-10.67448789,-1.025328785,-543.6472135
17.616,7.616,2,2,1,1.75,28.16710919,-10.6746546,-1.024021097,-543.6557038
17.617,7.617,2,2,1,1.75,28.16757103,-10.67460654,-1.023058705,-543.6532563
17.618,7.618,2,2,1,1.75,28.16791655,-10.67389222,-1.02322394,-543.616876
17.619,7.619,2,2,1,1.75,28.16797942,-10.67324318,-1.023888513,-543.5838208
17.62,7.62,2,2,1,1.75,28.16787474,-10.67309175,-1.0245708,-543.5761083
17.621,7.621,2,2,1,1.75,28.16752065,-10.67303205,-1.025250107,-543.573068
17.622,7.622,2,2,1,1.75,28.16729052,-10.67237072,-1.025936976,-543.5393866
17.623,7.623,2,2,1,1.75,28.16736121,-10.67155628,-1.025953051,-543.4979074
17.624,7.624,2,2,1,1.75,28.16766733,-10.67076707,-1.024515815,-543.4577136
17.625,7.625,2,2,1,1.75,28.16776587,-10.669892,-1.023027413,-543.4131467
17.626,7.626,2,2,1,1.75,28.16785676,-10.66911137,-1.022815611,-543.3733893
17.627,7.627,2,2,1,1.75,28.16797039,-10.66869972,-1.023677811,-543.3524244
17.628,7.628,2,2,1,1.75,28.16787018,-10.66839201,-1.024689712,-543.3367529
17.629,7.629,2,2,1,1.75,28.16774435,-10.66847574,-1.02532791,-543.341017
17.63,7.63,2,2,1,1.75,28.16760764,-10.66844258,-1.025814619,-543.3393284
17.631,7.631,2,2,1,1.75,28.1676854,-10.66829888,-1.026069541,-543.3320097
17.632,7.632,2,2,1,1.75,28.16770952,-10.66826554,-1.025140844,-543.3303116
17.633,7.633,2,2,1,1.75,28.16758854,-10.66758288,-1.023763642,-543.2955441
17.634,7.634,2,2,1,1.75,28.16748945,-10.66655945,-1.023285612,-543.2434212
17.635,7.635,2,2,1,1.75,28.1674644,-10.66610925,-1.023711748,-543.2204926
17.636,7.636,2,2,1,1.75,28.16770831,-10.66593183,-1.02455331,-543.2114569
17.637,7.637,2,2,1,1.75,28.16753825,-10.66563148,-1.025429945,-543.1961601
17.638,7.638,2,2,1,1.75,28.16688549,-10.66503599,-1.026202645,-543.1658322
17.639,7.639,2,2,1,1.75,28.16662155,-10.66408223,-1.026460864,-543.1172572
17.64,7.64,2,2,1,1.75,28.16704782,-10.66330122,-1.025220975,-543.0774808
17.641,7.641,2,2,1,1.75,28.16775795,-10.66339016,-1.023616064,-543.0820106
17.642,7.642,2,2,1,1.75,28.16766109,-10.66382965,-1.023227982,-543.1043936
17.643,7.643,2,2,1,1.75,28.16707445,-10.66344902,-1.024088301,-543.0850082
17.644,7.644,2,2,1,1.75,28.16679431,-10.6626126,-1.025097053,-543.0424097
17.645,7.645,2,2,1,1.75,28.16717792,-10.66185553,-1.025584769,-543.0038523
17.646,7.646,2,2,1,1.75,28.16752298,-10.66126851,-1.02591373,-542.973956
17.647,7.647,2,2,1,1.75,28.16733699,-10.66084737,-1.026409194,-542.9525073
17.648,7.648,2,2,1,1.75,28.16710919,-10.66035563,-1.02596039,-542.9274633
17.649,7.649,2,2,1,1.75,28.16708609,-10.66021733,-1.024528593,-542.9204197
17.65,7.65,2,2,1,1.75,28.16754198,-10.66001868,-1.023439839,-542.9103024
17.651,7.651,2,2,1,1.75,28.16768121,-10.65987134,-1.023506392,-542.9027987
17.652,7.652,2,2,1,1.75,28.167185,-10.65965407,-1.024537068,-542.8917329
17.653,7.653,2,2,1,1.75,28.1669654,-10.65901695,-1.025800221,-542.8592847
17.654,7.654,2,2,1,1.75,28.16740209,-10.65863492,-1.026637387,-542.8398282
17.655,7.655,2,2,1,1.75,28.16790696,-10.65854598,-1.026797779,-542.8352984
17.656,7.656,2,2,1,1.75,28.16788331,-10.65804195,-1.025796644,-542.8096283
17.657,7.657,2,2,1,1.75,28.16780461,-10.65726606,-1.024267413,-542.7701128
17.658,7.658,2,2,1,1.75,28.16774286,-10.65673931,-1.023812424,-542.7432853
17.659,7.659,2,2,1,1.75,28.16794394,-10.65638904,-1.024318412,-542.7254462
17.66,7.66,2,2,1,1.75,28.16794571,-10.65617781,-1.024904661,-542.7146887
17.661,7.661,2,2,1,1.75,28.16774184,-10.65589013,-1.025275458,-542.700037
17.662,7.662,2,2,1,1.75,28.16771585,-10.65528654,-1.025820673,-542.6692964
17.663,7.663,2,2,1,1.75,28.16759003,-10.65466041,-1.026859041,-542.6374079
17.664,7.664,2,2,1,1.75,28.16756517,-10.65412369,-1.027162801,-542.6100729
17.665,7.665,2,2,1,1.75,28.16745089,-10.65341802,-1.025734637,-542.5741338
17.666,7.666,2,2,1,1.75,28.16752708,-10.65268153,-1.024069227,-542.5366247
17.667,7.667,2,2,1,1.75,28.16755576,-10.65197038,-1.02372881,-542.5004057
17.668,7.668,2,2,1,1.75,28.1673776,-10.65150807,-1.024590768,-542.4768605
17.669,7.669,2,2,1,1.75,28.16729322,-10.65157726,-1.025734264,-542.4803847
17.67,7.67,2,2,1,1.75,28.16746449,-10.65189382,-1.026371028,-542.4965068
17.671,7.671,2,2,1,1.75,28.16792419,-10.65172087,-1.02659665,-542.4876987
17.672,7.672,2,2,1,1.75,28.167935,-10.65168167,-1.026418544,-542.4857018
17.673,7.673,2,2,1,1.75,28.16776307,-10.65147426,-1.025400516,-542.4751387
17.674,7.674,2,2,1,1.75,28.16769872,-10.65064026,-1.024446655,-542.4326635
17.675,7.675,2,2,1,1.75,28.1675769,-10.64955899,-1.024146192,-542.3775951
17.676,7.676,2,2,1,1.75,28.16758221,-10.6487833,-1.024399921,-542.3380891
17.677,7.677,2,2,1,1.75,28.16754272,-10.64914493,-1.025091745,-542.3565069
17.678,7.678,2,2,1,1.75,28.16774333,-10.64975532,-1.026098505,-542.3875937
